Species,Class,Sex,Parameter,Mean,SD,Lower,Upper
Poephila acuticauda,Aves,Male,b1,0.67812866,0.176856839,0.327885719,1.041081579
Mergus squamatus,Aves,Female,a0,-1.8051813,0.690558025,-3.374783456,-0.689232451
Mergus squamatus,Aves,Female,a1,4.081788809,2.613552786,0.475735826,10.624337
Mergus squamatus,Aves,Female,c,0.166207565,0.033788219,0.075813599,0.217530726
Mergus squamatus,Aves,Female,b0,-7.719951627,2.612328021,-13.4875654,-3.210822881
Mergus squamatus,Aves,Female,b1,0.693303797,0.295846536,0.146863302,1.318823901
Mergus squamatus,Aves,Male,a0,-1.794582159,0.630062797,-3.30633075,-0.866843336
Mergus squamatus,Aves,Male,a1,2.200295172,2.064515232,0.262739129,8.277289096
Mergus squamatus,Aves,Male,c,0.187769733,0.051849163,0.044716564,0.263731363
Mergus squamatus,Aves,Male,b0,-7.457279137,2.917090506,-14.04836394,-2.760751872
Mergus squamatus,Aves,Male,b1,0.614251102,0.332284627,0.056540253,1.351481144
Neochen jubata,Aves,Female,a0,-2.258958754,0.734550693,-3.827082752,-0.976016907
Neochen jubata,Aves,Female,a1,6.588928382,3.358740399,0.860639874,13.7685863
Neochen jubata,Aves,Female,c,0.093843361,0.033625817,0.014627067,0.140925029
Neochen jubata,Aves,Female,b0,-5.132617319,2.253575271,-10.8942028,-2.462797433
Neochen jubata,Aves,Female,b1,0.216669524,0.134195165,0.042596449,0.543537828
Neochen jubata,Aves,Male,a0,-2.310515349,0.78730004,-4.028686814,-0.931237276
Neochen jubata,Aves,Male,a1,6.293123364,3.484690071,0.577938002,13.74402532
Neochen jubata,Aves,Male,c,0.135957035,0.031932454,0.042190232,0.177407742
Neochen jubata,Aves,Male,b0,-6.558036412,2.940070046,-13.79148972,-2.458008338
Neochen jubata,Aves,Male,b1,0.263703271,0.173284098,0.023888973,0.690497976
Netta peposaca,Aves,Female,a0,-2.180475266,0.348225723,-2.947462274,-1.563732925
Netta peposaca,Aves,Female,a1,2.650534262,1.086764394,1.165452677,5.265102571
Netta peposaca,Aves,Female,c,0.040871057,0.020376528,0.002736661,0.07505581
Netta peposaca,Aves,Female,b0,-3.924313088,0.816509471,-5.837743179,-2.840588483
Netta peposaca,Aves,Female,b1,0.111140252,0.042320516,0.054621752,0.212493179
Netta peposaca,Aves,Male,a0,-1.940510128,0.378528768,-2.67407456,-1.201474706
Netta peposaca,Aves,Male,a1,4.417337454,2.542343562,1.437157042,11.12986334
Netta peposaca,Aves,Male,c,0.056731566,0.01061098,0.027279248,0.070724518
Netta peposaca,Aves,Male,b0,-6.325977778,1.346625497,-9.18756106,-3.857501367
Netta peposaca,Aves,Male,b1,0.231843033,0.072802079,0.099715214,0.382936415
Tetraogallus himalayensis,Aves,Female,a0,-2.653415452,0.806990266,-4.339868449,-1.199281059
Tetraogallus himalayensis,Aves,Female,a1,4.283563085,3.329064883,0.075397327,12.227991
Tetraogallus himalayensis,Aves,Female,c,0.25027114,0.051673034,0.111781773,0.332464947
Tetraogallus himalayensis,Aves,Female,b0,-8.165889352,3.489380875,-15.63500047,-2.463367555
Tetraogallus himalayensis,Aves,Female,b1,0.232222793,0.193155022,0.00740832,0.722224044
Tetraogallus himalayensis,Aves,Male,a0,-2.372716067,0.827499394,-4.153458224,-1.051774239
Tetraogallus himalayensis,Aves,Male,a1,2.891361622,3.200709903,0.065805612,10.91076471
Tetraogallus himalayensis,Aves,Male,c,0.228123101,0.06445963,0.060879108,0.323207774
Tetraogallus himalayensis,Aves,Male,b0,-8.682845759,3.417662618,-16.13935853,-2.853801023
Tetraogallus himalayensis,Aves,Male,b1,0.243682147,0.203989559,0.006825342,0.740772374
Alectoris graeca,Aves,Female,a0,-2.798826508,0.779103699,-4.449194679,-1.357860562
Alectoris graeca,Aves,Female,a1,4.348650586,3.242546488,0.068836501,11.77462513
Alectoris graeca,Aves,Female,c,0.267530082,0.057300481,0.095833988,0.350348486
Alectoris graeca,Aves,Female,b0,-7.586610327,3.457804235,-15.28068574,-2.097606224
Alectoris graeca,Aves,Female,b1,0.308049234,0.248696443,0.011740262,0.92042569
Alectoris graeca,Aves,Male,a0,-2.854664857,0.745937171,-4.381167018,-1.48368613
Alectoris graeca,Aves,Male,a1,4.565894158,3.271893533,0.083584873,12.17185809
Alectoris graeca,Aves,Male,c,0.158107498,0.056110485,0.020882385,0.243720279
Alectoris graeca,Aves,Male,b0,-5.718045592,2.623016218,-12.10674414,-2.205278927
Alectoris graeca,Aves,Male,b1,0.588138082,0.32107868,0.136484726,1.348857675
Leucosarcia melanoleuca,Aves,Female,a0,-2.390172184,0.746217524,-3.99513815,-1.120453747
Leucosarcia melanoleuca,Aves,Female,a1,6.129615407,2.893678193,1.273006239,12.58424307
Leucosarcia melanoleuca,Aves,Female,c,0.103137965,0.022494289,0.03213303,0.129815687
Leucosarcia melanoleuca,Aves,Female,b0,-8.376303714,3.856327018,-17.01853973,-2.773907983
Leucosarcia melanoleuca,Aves,Female,b1,0.276037792,0.200636503,0.021766451,0.745887919
Leucosarcia melanoleuca,Aves,Male,a0,-1.974283112,0.617142212,-3.307555539,-0.924228328
Leucosarcia melanoleuca,Aves,Male,a1,4.86543766,2.243187369,1.468405712,9.940222648
Leucosarcia melanoleuca,Aves,Male,c,0.078118092,0.016374396,0.030986033,0.099952854
Leucosarcia melanoleuca,Aves,Male,b0,-7.698978182,3.057349377,-14.73550563,-3.245858201
Leucosarcia melanoleuca,Aves,Male,b1,0.283933897,0.155571314,0.060478893,0.635917835
Ramphastos tucanus,Aves,Female,a0,-1.933572375,0.776524748,-3.628756345,-0.610764078
Ramphastos tucanus,Aves,Female,a1,2.515165859,2.614553802,0.217569362,9.798663571
Ramphastos tucanus,Aves,Female,c,0.100506277,0.021767541,0.041297872,0.133698917
Ramphastos tucanus,Aves,Female,b0,-9.308283333,3.468881313,-17.44129191,-3.855127132
Ramphastos tucanus,Aves,Female,b1,0.338974888,0.168472933,0.066708203,0.73945887
Ramphastos tucanus,Aves,Male,a0,-2.123097182,0.830079351,-3.954568557,-0.669884457
Ramphastos tucanus,Aves,Male,a1,3.078906432,2.786583419,0.259902504,10.4660916
Ramphastos tucanus,Aves,Male,c,0.075398744,0.026640822,0.01512128,0.118913227
Ramphastos tucanus,Aves,Male,b0,-6.069271411,2.112513481,-11.31317439,-3.073208978
Ramphastos tucanus,Aves,Male,b1,0.226545172,0.104941362,0.062713243,0.466977398
Ramphastos toco,Aves,Female,a0,-3.124764342,0.689851561,-4.598726388,-1.879172747
Ramphastos toco,Aves,Female,a1,4.835580389,3.321827857,0.334732198,12.53717449
Ramphastos toco,Aves,Female,c,0.040755979,0.023584011,0.002300278,0.086330911
Ramphastos toco,Aves,Female,b0,-3.37137808,0.561006129,-4.694658379,-2.613085544
Ramphastos toco,Aves,Female,b1,0.113438431,0.030554849,0.066893191,0.185860893
Ramphastos toco,Aves,Male,a0,-3.30132917,0.671181433,-4.762699791,-2.056935535
Ramphastos toco,Aves,Male,a1,5.040702173,3.551406547,0.152626898,13.1865489
Ramphastos toco,Aves,Male,c,0.059182842,0.021998413,0.009567749,0.094751713
Ramphastos toco,Aves,Male,b0,-4.494100792,1.027800647,-6.958494513,-2.970992651
Ramphastos toco,Aves,Male,b1,0.179501446,0.059017844,0.092491608,0.320767855
Ara macao,Aves,Female,a0,-3.189648634,0.437909436,-4.1526244,-2.382910766
Ara macao,Aves,Female,a1,2.893049012,1.72914158,1.029145801,7.532538187
Ara macao,Aves,Female,c,0.005744063,0.00416651,0.000215603,0.01511902
Ara macao,Aves,Female,b0,-4.567048566,0.396208779,-5.570814718,-4.067804344
Ara macao,Aves,Female,b1,0.039721733,0.009962309,0.025586193,0.06478322
Ara macao,Aves,Male,a0,-2.605775051,0.384341584,-3.403185328,-1.861572449
Ara macao,Aves,Male,a1,3.815775629,1.901712896,1.456947103,8.925579583
Ara macao,Aves,Male,c,0.006004279,0.004206898,0.000271728,0.015111625
Ara macao,Aves,Male,b0,-4.580820951,0.409433071,-5.637888884,-4.05813163
Ara macao,Aves,Male,b1,0.036942724,0.010293975,0.020875842,0.061601414
Sialia sialis,Aves,Female,a0,-2.457519722,0.813982985,-4.199748508,-0.951896897
Sialia sialis,Aves,Female,a1,4.998627867,3.282873554,0.250150888,12.40275239
Sialia sialis,Aves,Female,c,0.181926455,0.050980838,0.052242187,0.26162824
Sialia sialis,Aves,Female,b0,-6.207058203,2.783378379,-12.86827005,-2.209235337
Sialia sialis,Aves,Female,b1,0.419999542,0.240178744,0.062233762,0.980863276
Sialia sialis,Aves,Male,a0,-2.616041237,0.81464353,-4.260544272,-1.126262832
Sialia sialis,Aves,Male,a1,5.259510544,3.370372474,0.151345571,12.55618158
Sialia sialis,Aves,Male,c,0.183188449,0.042458349,0.066293859,0.248313242
Sialia sialis,Aves,Male,b0,-6.782831615,2.567798947,-12.67147957,-2.603227368
Sialia sialis,Aves,Male,b1,0.548106221,0.254064857,0.11886068,1.08297338
Copsychus malabaricus,Aves,Female,a0,-1.291089133,0.186254836,-1.675414495,-0.947251068
Copsychus malabaricus,Aves,Female,a1,1.137801125,0.350917801,0.583755872,1.918300196
Copsychus malabaricus,Aves,Female,c,0.169983139,0.024102954,0.100716013,0.20071799
Copsychus malabaricus,Aves,Female,b0,-8.788562038,3.465338329,-16.25138649,-2.787013138
Copsychus malabaricus,Aves,Female,b1,0.160868071,0.134231035,0.004869348,0.4916003
Copsychus malabaricus,Aves,Male,a0,-0.807304822,0.13448296,-1.07817864,-0.551402835
Copsychus malabaricus,Aves,Male,a1,1.495384728,0.283164489,1.00099511,2.108505441
Copsychus malabaricus,Aves,Male,c,0.110640042,0.007390943,0.096696927,0.125081247
Copsychus malabaricus,Aves,Male,b0,-15.1180447,3.0731135,-22.05032377,-9.723390339
Copsychus malabaricus,Aves,Male,b1,0.53686526,0.127746493,0.315789766,0.834199407
Agapornis canus,Aves,Female,a0,-2.57010561,0.766560278,-4.231654848,-1.30360344
Agapornis canus,Aves,Female,a1,3.337263043,3.356218815,0.049869542,11.58042587
Agapornis canus,Aves,Female,c,0.191006997,0.052464716,0.042690039,0.257142843
Agapornis canus,Aves,Female,b0,-9.091178635,3.462847372,-16.47114742,-2.996099718
Agapornis canus,Aves,Female,b1,0.177797763,0.149430024,0.004743834,0.549942735
Agapornis canus,Aves,Male,a0,-2.358726207,0.680805415,-3.878162305,-1.263004463
Agapornis canus,Aves,Male,a1,2.408595213,2.640759382,0.089025918,9.70729862
Agapornis canus,Aves,Male,c,0.139990578,0.029984855,0.05318474,0.181653709
Agapornis canus,Aves,Male,b0,-8.840749173,3.301076093,-16.26678479,-3.426927888
Agapornis canus,Aves,Male,b1,0.234497446,0.174813987,0.007493535,0.64254944
Poephila cincta,Aves,Female,a0,-2.285300975,0.846757632,-4.004858134,-0.726678478
Poephila cincta,Aves,Female,a1,4.031891583,3.159111368,0.143179943,11.3618291
Poephila cincta,Aves,Female,c,0.259034485,0.064835751,0.095762781,0.370013494
Poephila cincta,Aves,Female,b0,-7.548221831,3.18154052,-14.5869946,-2.315815697
Poephila cincta,Aves,Female,b1,0.444284888,0.315619346,0.02232387,1.166153517
Poephila cincta,Aves,Male,a0,-1.539789331,0.978935206,-3.67895391,0.10413934
Poephila cincta,Aves,Male,a1,3.973375314,2.572823403,0.49640885,10.40756701
Poephila cincta,Aves,Male,c,0.283915197,0.0764082,0.074132098,0.40471889
Poephila cincta,Aves,Male,b0,-7.05899501,3.382302436,-14.62848103,-1.92554566
Poephila cincta,Aves,Male,b1,0.489046593,0.341743168,0.026530824,1.286885411
Erythrura tricolor,Aves,Female,a0,-0.635480969,0.626229389,-2.082309519,0.369395669
Erythrura tricolor,Aves,Female,a1,7.428088368,2.902029826,2.399291872,13.61699918
Erythrura tricolor,Aves,Female,c,0.16916986,0.054868713,0.024812851,0.240701158
Erythrura tricolor,Aves,Female,b0,-5.998809244,3.411458427,-14.38151256,-1.948003278
Erythrura tricolor,Aves,Female,b1,0.220458181,0.167789312,0.016468644,0.669812121
Erythrura tricolor,Aves,Male,a0,-1.400373788,0.697573804,-2.942676496,-0.233183708
Erythrura tricolor,Aves,Male,a1,5.855577167,3.004509911,1.04746604,12.40913074
Erythrura tricolor,Aves,Male,c,0.092493266,0.038802418,0.010521929,0.160386036
Erythrura tricolor,Aves,Male,b0,-4.17851597,1.427149713,-7.440466943,-2.389274204
Erythrura tricolor,Aves,Male,b1,0.256814838,0.10574659,0.092043181,0.491423007
Erythrura trichroa,Aves,Female,a0,-2.098705349,0.88621279,-3.97569532,-0.58277277
Erythrura trichroa,Aves,Female,a1,3.144530961,2.892337824,0.113025926,10.42281467
Erythrura trichroa,Aves,Female,c,0.441911608,0.08749817,0.207900677,0.56924286
Erythrura trichroa,Aves,Female,b0,-7.860150371,3.346681346,-15.22270536,-2.300936423
Erythrura trichroa,Aves,Female,b1,0.411666987,0.333335334,0.012167669,1.236286213
Erythrura trichroa,Aves,Male,a0,-2.431534978,0.847332314,-4.214820835,-0.917309392
Erythrura trichroa,Aves,Male,a1,4.01087069,3.181942289,0.121560965,11.49626652
Erythrura trichroa,Aves,Male,c,0.333058579,0.062140054,0.161089886,0.424029947
Erythrura trichroa,Aves,Male,b0,-7.583870719,3.200342789,-14.74952651,-2.338762148
Erythrura trichroa,Aves,Male,b1,0.48506707,0.341504144,0.020345865,1.264448778
Erythrura psittacea,Aves,Female,a0,-1.340851594,0.674334469,-3.046856581,-0.321799889
Erythrura psittacea,Aves,Female,a1,2.116539062,1.98590458,0.168031401,7.501645994
Erythrura psittacea,Aves,Female,c,0.336259517,0.074668647,0.131969453,0.439196741
Erythrura psittacea,Aves,Female,b0,-8.575256464,3.277685594,-15.58329261,-2.822002978
Erythrura psittacea,Aves,Female,b1,0.369294242,0.29216207,0.011448604,1.035890307
Erythrura psittacea,Aves,Male,a0,-0.841832468,0.645125641,-2.37800002,0.168426183
Erythrura psittacea,Aves,Male,a1,2.925131723,1.793893367,0.785059843,7.906880296
Erythrura psittacea,Aves,Male,c,0.293902291,0.050035142,0.167566924,0.370727187
Erythrura psittacea,Aves,Male,b0,-8.111623753,3.516367818,-15.87399731,-2.337551088
Erythrura psittacea,Aves,Male,b1,0.326551502,0.266860985,0.013672636,0.977706046
Erythrura gouldiae,Aves,Female,a0,-3.477820303,0.713751212,-4.884517442,-2.033590893
Erythrura gouldiae,Aves,Female,a1,5.005274111,4.197967973,0.010653153,13.91587785
Erythrura gouldiae,Aves,Female,c,0.122948934,0.062174822,0.008697775,0.232189005
Erythrura gouldiae,Aves,Female,b0,-2.462967193,0.578252688,-3.806131015,-1.599285472
Erythrura gouldiae,Aves,Female,b1,0.263688648,0.074874365,0.154305675,0.43777407
Erythrura gouldiae,Aves,Male,a0,-2.81500222,0.690537381,-4.323015417,-1.666547883
Erythrura gouldiae,Aves,Male,a1,7.237457886,3.575053963,0.198024739,14.40570066
Erythrura gouldiae,Aves,Male,c,0.192861132,0.024774265,0.136894901,0.228492122
Erythrura gouldiae,Aves,Male,b0,-4.185037914,0.595424791,-5.407855663,-3.093568564
Erythrura gouldiae,Aves,Male,b1,0.449966407,0.077285843,0.310871526,0.607235539
Netta rufina,Aves,Female,a0,-0.06554797,0.183385816,-0.437917827,0.267645571
Netta rufina,Aves,Female,a1,15.01423129,2.820238367,9.581837773,20.67531468
Netta rufina,Aves,Female,c,0.07987024,0.009692342,0.055418799,0.093615953
Netta rufina,Aves,Female,b0,-5.117603857,0.763884574,-6.697000993,-3.633229848
Netta rufina,Aves,Female,b1,0.171948014,0.044304816,0.087128081,0.264165666
Netta rufina,Aves,Male,a0,-0.684279631,0.200425146,-1.035287377,-0.237804454
Netta rufina,Aves,Male,a1,5.727900853,1.867226546,3.337981526,10.59732132
Netta rufina,Aves,Male,c,0.064295626,0.00599593,0.051197101,0.074417932
Netta rufina,Aves,Male,b0,-5.900680698,0.622597034,-7.132534956,-4.719758074
Netta rufina,Aves,Male,b1,0.250837044,0.038939384,0.176067636,0.327007064
Margaroperdix madagascariensis,Aves,Female,a0,-2.777803306,0.752275773,-4.355845066,-1.386724557
Margaroperdix madagascariensis,Aves,Female,a1,4.457455145,3.289301303,0.082063841,11.87557904
Margaroperdix madagascariensis,Aves,Female,c,0.269687066,0.053114526,0.114427424,0.340112981
Margaroperdix madagascariensis,Aves,Female,b0,-7.203493187,3.264243866,-14.6399688,-2.196254305
Margaroperdix madagascariensis,Aves,Female,b1,0.501388038,0.340953363,0.032431819,1.285286015
Margaroperdix madagascariensis,Aves,Male,a0,-2.417396378,0.747488685,-4.043905229,-1.226272054
Margaroperdix madagascariensis,Aves,Male,a1,2.727115969,2.837526908,0.108581187,10.23172819
Margaroperdix madagascariensis,Aves,Male,c,0.165058666,0.046573261,0.038253969,0.229724984
Margaroperdix madagascariensis,Aves,Male,b0,-7.031209035,2.201330649,-12.14377306,-3.422615681
Margaroperdix madagascariensis,Aves,Male,b1,0.510826502,0.191138272,0.158883696,0.92188327
Ephippiorhynchus senegalensis,Aves,Female,a0,-1.631800906,0.67849267,-2.783284717,-0.190840141
Ephippiorhynchus senegalensis,Aves,Female,a1,2.408558047,2.756186176,0.141619943,9.492580422
Ephippiorhynchus senegalensis,Aves,Female,c,0.041577797,0.012964305,0.010375543,0.06169585
Ephippiorhynchus senegalensis,Aves,Female,b0,-10.59549166,2.811309251,-16.52136965,-5.690439744
Ephippiorhynchus senegalensis,Aves,Female,b1,0.263685794,0.091335479,0.102935051,0.449587738
Ephippiorhynchus senegalensis,Aves,Male,a0,-0.35026736,0.556312375,-1.507330381,0.671589117
Ephippiorhynchus senegalensis,Aves,Male,a1,4.361161952,2.163958959,1.051321245,9.206177719
Ephippiorhynchus senegalensis,Aves,Male,c,0.05655588,0.009723108,0.033537822,0.072088502
Ephippiorhynchus senegalensis,Aves,Male,b0,-9.633525135,3.271792856,-17.04994772,-4.17257277
Ephippiorhynchus senegalensis,Aves,Male,b1,0.173181764,0.106096907,0.011542894,0.424034918
Aramides cajanea,Aves,Female,a0,-2.625347131,0.792691455,-4.270624606,-1.183953021
Aramides cajanea,Aves,Female,a1,4.385340219,2.901185778,0.256694347,11.38375686
Aramides cajanea,Aves,Female,c,0.103141199,0.021232402,0.050723937,0.138933555
Aramides cajanea,Aves,Female,b0,-9.149707637,3.207614114,-15.94257846,-3.572699253
Aramides cajanea,Aves,Female,b1,0.427163184,0.186095311,0.097535131,0.812974195
Aramides cajanea,Aves,Male,a0,-2.191028729,0.789554229,-3.839631314,-0.769105547
Aramides cajanea,Aves,Male,a1,5.021156647,3.230954394,0.490242133,12.4843697
Aramides cajanea,Aves,Male,c,0.075463033,0.017070346,0.038503841,0.107628576
Aramides cajanea,Aves,Male,b0,-9.804407898,3.086142125,-16.35424637,-4.322226886
Aramides cajanea,Aves,Male,b1,0.504326898,0.195365879,0.147057718,0.903065068
Aceros corrugatus,Aves,Female,a0,-1.999182569,0.730940051,-3.620296971,-0.749144696
Aceros corrugatus,Aves,Female,a1,5.187400819,2.69692833,1.095608931,11.46171336
Aceros corrugatus,Aves,Female,c,0.076200999,0.01279006,0.043593725,0.095240936
Aceros corrugatus,Aves,Female,b0,-9.462832333,3.506723781,-17.42811873,-3.697047398
Aceros corrugatus,Aves,Female,b1,0.241217001,0.127649769,0.031490283,0.518433874
Aceros corrugatus,Aves,Male,a0,-2.378667587,0.607479738,-3.687071064,-1.225767694
Aceros corrugatus,Aves,Male,a1,2.585735249,3.019755767,0.15087393,10.8351128
Aceros corrugatus,Aves,Male,c,0.0559917,0.01439527,0.016600336,0.078072158
Aceros corrugatus,Aves,Male,b0,-9.730042629,3.184270105,-16.61733178,-4.330562504
Aceros corrugatus,Aves,Male,b1,0.242062361,0.120600294,0.026082794,0.492575628
Dinemellia dinemelli,Aves,Female,a0,-0.500761884,0.327372618,-1.129242757,0.152457925
Dinemellia dinemelli,Aves,Female,a1,3.115291591,1.530931481,1.204454269,6.96974566
Dinemellia dinemelli,Aves,Female,c,0.115075147,0.018996261,0.067228979,0.14309891
Dinemellia dinemelli,Aves,Female,b0,-8.186887888,2.817647691,-14.85586992,-3.684795331
Dinemellia dinemelli,Aves,Female,b1,0.354353072,0.147960861,0.112430047,0.69399851
Dinemellia dinemelli,Aves,Male,a0,-0.272428674,0.295421891,-0.888324962,0.281820203
Dinemellia dinemelli,Aves,Male,a1,4.119206173,1.147372128,2.285465678,6.805956296
Dinemellia dinemelli,Aves,Male,c,0.093396605,0.013991402,0.059532604,0.11450846
Dinemellia dinemelli,Aves,Male,b0,-9.114231367,3.020023818,-15.67265878,-3.90129785
Dinemellia dinemelli,Aves,Male,b1,0.431671233,0.182909447,0.1182839,0.822826972
Euplectes afer,Aves,Female,a0,-2.413121302,0.804426079,-4.039068315,-0.945165418
Euplectes afer,Aves,Female,a1,4.977298228,2.859761727,0.85185698,11.49899734
Euplectes afer,Aves,Female,c,0.053903031,0.030650746,0.003245694,0.111866994
Euplectes afer,Aves,Female,b0,-4.773770163,1.814605881,-10.08503785,-2.859626325
Euplectes afer,Aves,Female,b1,0.217408299,0.105729496,0.084070565,0.501164148
Euplectes afer,Aves,Male,a0,-2.272096826,0.805948903,-3.9690041,-0.819471748
Euplectes afer,Aves,Male,a1,4.313797789,2.772527687,0.406881852,11.13157479
Euplectes afer,Aves,Male,c,0.121631947,0.020423492,0.070345563,0.153224483
